error,label
"* What went wrong:
Could not resolve all dependencies for configuration ':testCompile'.
> Could not resolve group:org.codehaus.groovy, module:groovy-all, version:1.8.8.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/codehaus/groovy/groovy-all/1.8.8/groovy-all-1.8.8.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/org/codehaus/groovy/groovy-all/1.8.8/groovy-all-1.8.8.pom'.
      > nexus.codehaus.org: Name or service not known
> Could not resolve group:org.codehaus.geb, module:geb-spock, version:0.7.2.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/codehaus/geb/geb-spock/0.7.2/geb-spock-0.7.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/org/codehaus/geb/geb-spock/0.7.2/geb-spock-0.7.2.pom'.
      > nexus.codehaus.org
> Could not resolve group:org.spockframework, module:spock-core, version:0.6-groovy-1.8.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/spockframework/spock-core/0.6-groovy-1.8/spock-core-0.6-groovy-1.8.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/org/spockframework/spock-core/0.6-groovy-1.8/spock-core-0.6-groovy-1.8.pom'.
      > nexus.codehaus.org
> Could not resolve group:org.codehaus.geb, module:geb-junit4, version:0.7.2.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/codehaus/geb/geb-junit4/0.7.2/geb-junit4-0.7.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/org/codehaus/geb/geb-junit4/0.7.2/geb-junit4-0.7.2.pom'.
      > nexus.codehaus.org
> Could not resolve group:junit, module:junit-dep, version:4.8.2.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/junit/junit-dep/4.8.2/junit-dep-4.8.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/junit/junit-dep/4.8.2/junit-dep-4.8.2.pom'.
      > nexus.codehaus.org
> Could not resolve group:org.seleniumhq.selenium, module:selenium-server, version:latest.release.
  Required by:
      :geb-geb-example:unspecified
   > Failed to list versions for org.seleniumhq.selenium#selenium-server;latest.release.
   > Failed to list versions for org.seleniumhq.selenium#selenium-server;latest.release.
> Could not resolve group:org.seleniumhq.selenium, module:selenium-htmlunit-driver, version:latest.release.
  Required by:
      :geb-geb-example:unspecified
   > Failed to list versions for org.seleniumhq.selenium#selenium-htmlunit-driver;latest.release.
   > Failed to list versions for org.seleniumhq.selenium#selenium-htmlunit-driver;latest.release.
> Could not resolve group:org.seleniumhq.selenium, module:selenium-firefox-driver, version:latest.release.
  Required by:
      :geb-geb-example:unspecified
   > Failed to list versions for org.seleniumhq.selenium#selenium-firefox-driver;latest.release.
   > Failed to list versions for org.seleniumhq.selenium#selenium-firefox-driver;latest.release.
> Could not resolve group:org.seleniumhq.selenium, module:selenium-chrome-driver, version:latest.release.
  Required by:
      :geb-geb-example:unspecified
   > Failed to list versions for org.seleniumhq.selenium#selenium-chrome-driver;latest.release.
   > Failed to list versions for org.seleniumhq.selenium#selenium-chrome-driver;latest.release.
> Could not resolve group:org.seleniumhq.selenium, module:selenium-ie-driver, version:latest.release.
  Required by:
      :geb-geb-example:unspecified
   > Failed to list versions for org.seleniumhq.selenium#selenium-ie-driver;latest.release.
   > Failed to list versions for org.seleniumhq.selenium#selenium-ie-driver;latest.release.
> Could not resolve group:org.seleniumhq.selenium, module:selenium-android-driver, version:2.21.0.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/seleniumhq/selenium/selenium-android-driver/2.21.0/selenium-android-driver-2.21.0.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/org/seleniumhq/selenium/selenium-android-driver/2.21.0/selenium-android-driver-2.21.0.pom'.
      > nexus.codehaus.org
> Could not resolve group:com.google.protobuf, module:protobuf-java, version:2.4.1.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/com/google/protobuf/protobuf-java/2.4.1/protobuf-java-2.4.1.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/com/google/protobuf/protobuf-java/2.4.1/protobuf-java-2.4.1.pom'.
      > nexus.codehaus.org
> Could not resolve group:commons-jxpath, module:commons-jxpath, version:1.3.
  Required by:
      :geb-geb-example:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/commons-jxpath/commons-jxpath/1.3/commons-jxpath-1.3.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'https://nexus.codehaus.org/content/repositories/snapshots/commons-jxpath/commons-jxpath/1.3/commons-jxpath-1.3.pom'.
      > nexus.codehaus.org",1.0
"* What went wrong:
Could not resolve all dependencies for configuration ':classpath'.
> Could not resolve group:org.gradle.api.plugins, module:gradle-gae-plugin, version:0.8.
  Required by:
      :gradle-gae-test:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/gradle/api/plugins/gradle-gae-plugin/0.8/gradle-gae-plugin-0.8.pom'. Received status code 501 from server: HTTPS Required
> Could not resolve group:org.gradle.api.plugins, module:gradle-gaelyk-plugin, version:0.4.
  Required by:
      :gradle-gae-test:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/gradle/api/plugins/gradle-gaelyk-plugin/0.4/gradle-gaelyk-plugin-0.4.pom'. Received status code 501 from server: HTTPS Required
> Could not resolve group:eu.appsatori, module:gradle-fatjar-plugin, version:0.1.1.
  Required by:
      :gradle-gae-test:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/eu/appsatori/gradle-fatjar-plugin/0.1.1/gradle-fatjar-plugin-0.1.1.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
Could not resolve all dependencies for configuration ':classpath'.
> Could not resolve group:org.codehaus.groovy, module:groovy-all, version:1.8.0.
  Required by:
      :iTextXml:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/codehaus/groovy/groovy-all/1.8.0/groovy-all-1.8.0.pom'. Received status code 501 from server: HTTPS Required
> Could not resolve group:com.lowagie, module:itext, version:2.1.7.
  Required by:
      :iTextXml:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/com/lowagie/itext/2.1.7/itext-2.1.7.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
Task 'build' not found in root project 'msgpack-rpc'.",2.0
"* What went wrong:
Could not resolve all dependencies for configuration ':classpath'.
> Could not resolve group:org.msgpack, module:msgpack, version:0.6.4.
  Required by:
      :msgpack:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/msgpack/msgpack/0.6.4/msgpack-0.6.4.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
A problem occurred evaluating root project 'scalaconsole'.
> Could not resolve all dependencies for configuration ':runtime'.
   > Could not resolve group:org.scala-lang, module:scala-compiler, version:2.9.2.
     Required by:
         :scalaconsole:
      > Could not GET 'http://repo1.maven.org/maven2/org/scala-lang/scala-compiler/2.9.2/scala-compiler-2.9.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.scala-lang, module:scala-library, version:2.9.2.
     Required by:
         :scalaconsole:
      > Could not GET 'http://repo1.maven.org/maven2/org/scala-lang/scala-library/2.9.2/scala-library-2.9.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.scala-lang, module:scala-swing, version:2.9.2.
     Required by:
         :scalaconsole:
      > Could not GET 'http://repo1.maven.org/maven2/org/scala-lang/scala-swing/2.9.2/scala-swing-2.9.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.apache.ivy, module:ivy, version:2.2.0.
     Required by:
         :scalaconsole:
      > Could not GET 'http://repo1.maven.org/maven2/org/apache/ivy/ivy/2.2.0/ivy-2.2.0.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.scalaconsole, module:ScalaConsole, version:2.9.2-1.5.RC4Special.
     Required by:
         :scalaconsole:
      > Could not GET 'http://repo1.maven.org/maven2/org/scalaconsole/ScalaConsole/2.9.2-1.5.RC4Special/ScalaConsole-2.9.2-1.5.RC4Special.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
Could not resolve all dependencies for configuration ':classpath'.
> Could not find group:org.gradle.api.plugins, module:gradle-android-plugin, version:1.2.1.
  Required by:
      :testter:unspecified",0.0
"* What went wrong:
Could not resolve all dependencies for configuration ':compile'.
> Could not resolve commons-io:commons-io:2.4.
  Required by:
      :gradle-test-kit:unspecified
   > Could not HEAD 'http://repo1.maven.org/maven2/commons-io/commons-io/2.4/commons-io-2.4.pom'. Received status code 501 from server: HTTPS Required
   > Could not HEAD 'http://repo.gradle.org/gradle/libs-releases-local/commons-io/commons-io/2.4/commons-io-2.4.pom'. Received status code 403 from server: Forbidden
> Could not resolve org.gradle:gradle-tooling-api:1.10.
  Required by:
      :gradle-test-kit:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/org/gradle/gradle-tooling-api/1.10/gradle-tooling-api-1.10.pom'. Received status code 501 from server: HTTPS Required
   > Could not GET 'http://repo.gradle.org/gradle/libs-releases-local/org/gradle/gradle-tooling-api/1.10/gradle-tooling-api-1.10.pom'. Received status code 403 from server: Forbidden
> Could not resolve junit:junit:4.10.
  Required by:
      :gradle-test-kit:unspecified
   > Could not HEAD 'http://repo1.maven.org/maven2/junit/junit/4.10/junit-4.10.pom'. Received status code 501 from server: HTTPS Required
   > Could not HEAD 'http://repo.gradle.org/gradle/libs-releases-local/junit/junit/4.10/junit-4.10.pom'. Received status code 403 from server: Forbidden",1.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Could not target platform: 'Java SE 11' using tool chain: 'JDK 8 (1.8)'.",11.0
"* What went wrong:
A problem occurred configuring root project 'gradle-wsimport-plugin'.
> Could not resolve all artifacts for configuration ':classpath'.
   > Could not find me.seeber.gradle:gradle-bintray-config:1.1.2.
     Searched in the following locations:
       - file:/root/.m2/repository/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.pom
       - file:/root/.m2/repository/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.jar
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.pom
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.jar
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.pom
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.jar
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.pom
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-bintray-config/1.1.2/gradle-bintray-config-1.1.2.jar
     Required by:
         project :
   > Could not find me.seeber.gradle:gradle-license-config:1.1.2.
     Searched in the following locations:
       - file:/root/.m2/repository/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.pom
       - file:/root/.m2/repository/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.jar
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.pom
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.jar
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.pom
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.jar
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.pom
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-license-config/1.1.2/gradle-license-config-1.1.2.jar
     Required by:
         project :
   > Could not find me.seeber.gradle:gradle-github-config:1.1.2.
     Searched in the following locations:
       - file:/root/.m2/repository/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.pom
       - file:/root/.m2/repository/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.jar
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.pom
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.jar
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.pom
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.jar
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.pom
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-github-config/1.1.2/gradle-github-config-1.1.2.jar
     Required by:
         project :
   > Could not find me.seeber.gradle:gradle-plugin-publish-config:1.1.2.
     Searched in the following locations:
       - file:/root/.m2/repository/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.pom
       - file:/root/.m2/repository/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.jar
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.pom
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.jar
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.pom
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.jar
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.pom
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-plugin-publish-config/1.1.2/gradle-plugin-publish-config-1.1.2.jar
     Required by:
         project :
   > Could not find me.seeber.gradle:gradle-project-config:1.1.2.
     Searched in the following locations:
       - file:/root/.m2/repository/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.pom
       - file:/root/.m2/repository/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.jar
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.pom
       - https://repo.maven.apache.org/maven2/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.jar
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.pom
       - https://jcenter.bintray.com/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.jar
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.pom
       - https://plugins.gradle.org/m2/me/seeber/gradle/gradle-project-config/1.1.2/gradle-project-config-1.1.2.jar
     Required by:
         project :",5.0
